Battery_ID,Cycle,Capacity_Ah,SOH,Internal_Resistance_Ohm,Temperature_C,Voltage_Max_V,Voltage_Min_V,Charge_Time_s,Discharge_Time_s,Ambient_Temp_C,RUL
1,58,1.8776,96.465,0.04826,32.38,4.1797,3.1708,3828.5,2934.1,32.88,495
1,59,1.8851,96.358,0.04998,33.39,4.1858,3.1795,3740.1,2930.5,32.88,494
1,60,1.8809,96.229,0.05303,34.01,4.1981,3.1738,3779.5,2883.8,32.88,493
1,61,1.8835,96.562,0.05092,32.74,4.1901,3.1833,3773.5,2872.7,32.88,492
1,62,1.8896,96.755,0.05148,31.58,4.1798,3.1521,3701.6,2936.8,32.88,491
1,63,1.8899,96.875,0.04909,30.23,4.1775,3.1957,3781.4,2858.0,32.88,490
1,64,1.8813,96.647,0.05035,33.92,4.1818,3.179,3780.4,2905.2,32.88,489
1,65,1.8834,96.129,0.05232,32.66,4.1735,3.184,3761.6,2932.7,32.88,488
1,66,1.887,96.171,0.05088,34.14,4.1977,3.1665,3734.2,2856.7,32.88,487
1,67,1.8778,96.473,0.05143,33.2,4.1933,3.1458,3743.0,2805.3,32.88,486
1,68,1.8758,95.905,0.05067,33.56,4.18,3.1713,3736.7,2899.2,32.88,485
1,69,1.887,96.444,0.05146,34.23,4.2016,3.1679,3767.4,2838.8,32.88,484
1,70,1.8645,95.71,0.05006,33.81,4.1844,3.1689,3751.7,2903.1,32.88,483
1,71,1.8827,96.362,0.05035,34.56,4.1826,3.1534,3782.2,2875.7,32.88,482
1,72,1.8705,95.649,0.0496,35.52,4.1929,3.1649,3802.0,2766.9,32.88,481
1,73,1.865,95.49,0.05003,34.79,4.2002,3.1552,3756.6,2870.8,32.88,480
1,74,1.8809,96.54,0.05141,36.14,4.1634,3.1537,3775.8,2838.7,32.88,479
1,75,1.8808,96.164,0.04943,34.58,4.1739,3.1788,3770.2,2832.1,32.88,478
1,76,1.8802,95.999,0.05171,31.96,4.1848,3.1553,3807.3,2798.7,32.88,477
1,77,1.8705,95.904,0.05003,34.85,4.1815,3.1591,3858.6,2836.2,32.88,476
1,78,1.8715,95.682,0.05074,34.57,4.1735,3.1606,3857.6,2810.3,32.88,475
1,79,1.858,94.647,0.05396,33.54,4.1592,3.1612,3794.3,2842.4,32.88,474
1,80,1.8619,95.11,0.05199,32.24,4.1853,3.1844,3815.2,2834.6,32.88,473
1,81,1.8686,95.442,0.04979,34.25,4.1741,3.1819,3804.0,2912.9,32.88,472
1,82,1.8598,95.0,0.05189,33.02,4.1795,3.1751,3800.6,2776.6,32.88,471
1,83,1.8597,95.378,0.05128,33.98,4.1604,3.1463,3835.4,2821.5,32.88,470
1,84,1.8472,94.302,0.05194,33.24,4.164,3.1704,3832.7,2935.8,32.88,469
1,85,1.8674,95.439,0.05155,35.09,4.1832,3.1741,3800.5,2821.2,32.88,468
1,86,1.8613,95.022,0.05327,33.57,4.1724,3.1643,3814.1,2874.8,32.88,467
1,87,1.8382,94.256,0.05104,31.35,4.1668,3.1515,3818.5,2879.3,32.88,466
1,88,1.8517,95.001,0.05182,35.41,4.1664,3.1511,3851.5,2824.0,32.88,465
1,89,1.8627,95.301,0.05263,32.92,4.1757,3.1577,3783.1,2768.5,32.88,464
1,90,1.8602,95.259,0.05096,34.07,4.1869,3.1365,3774.5,2792.2,32.88,463
1,91,1.8683,95.512,0.0528,32.83,4.1641,3.1633,3839.3,2849.2,32.88,462
1,92,1.8543,94.796,0.05224,35.14,4.1831,3.1422,3749.7,2865.4,32.88,461
1,93,1.8574,95.288,0.05027,34.34,4.1841,3.1759,3862.8,2808.5,32.88,460
1,94,1.8452,94.399,0.05188,33.02,4.195,3.1754,3890.2,2784.7,32.88,459
1,95,1.8609,95.041,0.05268,35.75,4.1806,3.1645,3872.9,2833.3,32.88,458
1,96,1.8363,93.928,0.05173,32.73,4.1908,3.1739,3904.4,2827.9,32.88,457
1,97,1.8594,95.124,0.05254,32.97,4.1777,3.1568,3800.5,2813.8,32.88,456
1,98,1.856,94.495,0.05328,34.31,4.1759,3.1561,3847.1,2770.6,32.88,455
1,99,1.8416,94.409,0.05119,34.92,4.1771,3.1374,3852.9,2851.9,32.88,454
1,100,1.8588,94.835,0.05253,33.31,4.162,3.1582,3875.6,2861.6,32.88,453
1,101,1.8522,94.794,0.0513,33.96,4.1748,3.1523,3839.9,2818.3,32.88,452
1,102,1.836,94.095,0.05291,33.87,4.1748,3.1566,3820.0,2787.1,32.88,451
1,103,1.8474,94.814,0.05053,32.13,4.1724,3.1537,3863.5,2853.0,32.88,450
1,104,1.822,93.112,0.05426,33.03,4.168,3.1455,3835.0,2789.5,32.88,449
1,105,1.8601,94.695,0.05241,36.68,4.1719,3.1701,3869.7,2805.9,32.88,448
1,106,1.8574,94.212,0.05365,33.56,4.1809,3.1485,3856.4,2835.1,32.88,447
1,107,1.8391,94.021,0.05287,34.83,4.1752,3.1323,3905.3,2757.6,32.88,446
1,108,1.8248,93.373,0.05299,33.61,4.179,3.1378,3865.0,2771.5,32.88,445
1,109,1.8363,93.874,0.05195,35.32,4.1711,3.1318,3805.5,2792.5,32.88,444
1,110,1.8319,93.746,0.05298,34.74,4.1796,3.1392,3839.6,2747.4,32.88,443
1,111,1.8415,93.892,0.05263,31.48,4.1529,3.1415,3866.7,2772.9,32.88,442
1,112,1.8306,93.734,0.05416,33.69,4.161,3.1542,3830.2,2802.9,32.88,441
1,113,1.8308,93.702,0.05475,33.77,4.19,3.1467,3843.2,2788.2,32.88,440
1,114,1.8174,93.173,0.05361,35.19,4.1629,3.1583,3943.2,2841.0,32.88,439
1,115,1.8394,93.757,0.05138,34.16,4.1601,3.1492,3876.6,2775.0,32.88,438
1,116,1.8412,94.24,0.05373,34.28,4.1693,3.1476,3920.0,2826.4,32.88,437
1,117,1.8406,94.088,0.05396,33.19,4.1674,3.1565,3939.3,2786.3,32.88,436
1,118,1.8344,93.725,0.05462,34.93,4.1644,3.15,3790.0,2791.3,32.88,435
1,119,1.7868,91.853,0.05392,35.17,4.1561,3.1391,3964.7,2754.7,32.88,434
1,120,1.8403,94.152,0.05393,36.56,4.1688,3.1357,3908.1,2770.7,32.88,433
1,121,1.8097,92.651,0.05283,35.74,4.1675,3.1425,3910.8,2779.2,32.88,432
1,122,1.8203,93.385,0.05258,35.97,4.1628,3.1307,3935.4,2786.9,32.88,431
1,123,1.8085,92.468,0.05441,35.11,4.173,3.1304,3933.5,2754.4,32.88,430
1,124,1.8188,92.829,0.0552,36.83,4.1795,3.1428,3937.0,2795.2,32.88,429
1,125,1.8187,93.012,0.0546,34.62,4.1588,3.1393,3950.9,2762.8,32.88,428
1,126,1.8219,93.041,0.05345,35.61,4.1696,3.1307,3985.8,2740.7,32.88,427
1,127,1.7966,92.185,0.05286,34.78,4.1628,3.1392,3955.5,2772.5,32.88,426
1,128,1.8182,92.915,0.05455,32.2,4.1616,3.1203,3934.8,2756.8,32.88,425
1,129,1.8266,93.148,0.05419,34.14,4.1699,3.1364,3935.9,2794.5,32.88,424
1,130,1.811,92.448,0.05471,33.61,4.1745,3.1482,3942.6,2722.7,32.88,423
1,131,1.8008,92.269,0.05463,33.63,4.1688,3.1284,3933.0,2755.7,32.88,422
1,132,1.8213,93.532,0.05561,34.97,4.1683,3.1415,3961.5,2743.2,32.88,421
1,133,1.817,93.077,0.05532,34.03,4.1633,3.1292,3964.5,2805.3,32.88,420
1,134,1.8052,92.406,0.05312,34.54,4.1477,3.1303,3958.0,2798.3,32.88,419
1,135,1.8247,93.502,0.05573,35.12,4.1619,3.1433,3954.0,2748.1,32.88,418
1,136,1.7943,92.156,0.0528,35.63,4.1603,3.1326,3954.5,2773.6,32.88,417
1,137,1.8015,92.333,0.05562,36.76,4.1678,3.1478,4006.4,2785.1,32.88,416
1,138,1.81,92.448,0.05496,33.56,4.1696,3.1241,3927.6,2790.1,32.88,415
1,139,1.815,92.48,0.05422,33.51,4.1599,3.1382,3965.1,2781.4,32.88,414
1,140,1.7988,91.94,0.05356,35.44,4.1621,3.1292,3955.1,2726.8,32.88,413
1,141,1.8055,91.918,0.0545,34.63,4.1408,3.1273,3956.6,2704.8,32.88,412
1,142,1.8076,92.52,0.05594,35.01,4.1619,3.1349,3969.9,2799.1,32.88,411
1,143,1.7683,90.98,0.05416,34.97,4.1681,3.1401,3957.0,2769.2,32.88,410
1,144,1.8043,92.261,0.05572,35.29,4.1553,3.1419,3979.4,2726.6,32.88,409
1,145,1.7934,92.379,0.05339,33.55,4.157,3.1319,3917.3,2685.3,32.88,408
1,146,1.7985,91.387,0.05666,34.5,4.1568,3.1225,3903.9,2718.1,32.88,407
1,147,1.7836,91.273,0.05331,34.09,4.1616,3.1372,3999.5,2668.1,32.88,406
1,148,1.7934,91.955,0.05559,35.01,4.1461,3.1299,4000.0,2743.5,32.88,405
1,149,1.7961,91.497,0.05602,34.73,4.1671,3.152,4066.4,2668.0,32.88,404
1,150,1.7885,91.124,0.054,33.46,4.1545,3.1364,3986.5,2689.2,32.88,403
1,151,1.7784,91.166,0.05423,37.8,4.162,3.1406,3973.6,2705.9,32.88,402
1,152,1.7672,91.091,0.05379,32.91,4.1363,3.1193,4048.8,2709.6,32.88,401
1,153,1.797,91.833,0.056,34.01,4.1637,3.1381,3975.3,2731.9,32.88,400
1,154,1.7854,91.484,0.05414,33.69,4.1591,3.1336,3969.3,2708.7,32.88,399
1,155,1.7901,91.427,0.05687,36.65,4.1479,3.1468,3982.4,2747.5,32.88,398
1,156,1.7799,91.166,0.05356,34.93,4.1421,3.1391,4066.9,2671.9,32.88,397
1,157,1.779,91.201,0.05479,36.08,4.157,3.1464,3989.5,2741.9,32.88,396
1,158,1.7838,91.059,0.05503,35.11,4.156,3.1202,4037.9,2726.0,32.88,395
1,159,1.7903,91.198,0.05697,34.73,4.1606,3.1219,4015.0,2674.1,32.88,394
1,160,1.7913,91.55,0.05536,36.63,4.1349,3.1075,4048.5,2698.6,32.88,393
1,161,1.7709,90.942,0.0556,37.61,4.1646,3.1289,4001.7,2678.5,32.88,392
1,162,1.7591,89.931,0.05652,33.33,4.1494,3.1152,3983.2,2694.5,32.88,391
1,163,1.76,89.889,0.05648,34.94,4.131,3.1163,4073.8,2579.4,32.88,390
1,164,1.7635,90.524,0.05659,34.44,4.1596,3.1315,4100.5,2680.5,32.88,389
1,165,1.7665,90.754,0.05702,34.35,4.1496,3.1252,3967.1,2695.9,32.88,388
1,166,1.7788,90.931,0.05429,35.13,4.1624,3.1062,3989.3,2719.9,32.88,387
1,167,1.7728,90.592,0.05779,35.86,4.1613,3.1516,4026.3,2651.0,32.88,386
1,168,1.773,90.596,0.05546,34.07,4.1775,3.1273,4008.2,2717.6,32.88,385
1,169,1.7642,90.321,0.0566,33.77,4.1577,3.1427,4058.7,2664.1,32.88,384
1,170,1.7591,90.102,0.05583,34.88,4.1631,3.1058,4077.2,2662.0,32.88,383
1,171,1.7613,90.396,0.05747,36.85,4.1632,3.1075,4078.4,2691.5,32.88,382
1,172,1.7501,89.543,0.05656,36.03,4.1551,3.1252,4106.8,2722.5,32.88,381
1,173,1.7376,88.979,0.05608,33.28,4.154,3.1343,4007.0,2685.0,32.88,380
1,174,1.7499,89.699,0.05777,34.75,4.1574,3.1026,4127.6,2693.7,32.88,379
1,175,1.7607,89.933,0.05494,36.83,4.1493,3.1188,4036.0,2644.5,32.88,378
1,176,1.7648,90.223,0.05705,35.41,4.1574,3.1162,4147.5,2603.1,32.88,377
1,177,1.7736,90.39,0.0556,38.11,4.1619,3.1297,4062.0,2655.2,32.88,376
1,178,1.7561,89.742,0.0579,35.67,4.1426,3.1278,4100.4,2688.2,32.88,375
1,179,1.759,90.064,0.05562,34.43,4.1351,3.1214,4062.8,2642.5,32.88,374
1,180,1.724,88.523,0.05772,34.69,4.1548,3.1047,4126.3,2652.5,32.88,373
1,181,1.7661,89.761,0.05817,35.13,4.145,3.1149,4091.7,2652.1,32.88,372
1,182,1.7553,89.427,0.05659,38.27,4.1515,3.1356,4088.2,2692.9,32.88,371
1,183,1.7399,89.235,0.05722,36.71,4.1508,3.1044,4022.1,2595.4,32.88,370
1,184,1.7354,88.757,0.05793,35.52,4.1275,3.1149,4072.6,2734.5,32.88,369
1,185,1.7342,88.821,0.05857,36.1,4.1555,3.1175,4094.9,2679.8,32.88,368
1,186,1.7444,89.02,0.05554,35.96,4.1513,3.1098,4083.4,2621.9,32.88,367
1,187,1.735,88.855,0.05586,35.97,4.1378,3.1226,4039.7,2622.3,32.88,366
1,188,1.7457,88.973,0.05734,35.34,4.154,3.0939,4087.8,2722.9,32.88,365
1,189,1.7442,89.216,0.05761,36.69,4.1288,3.0977,4100.6,2612.5,32.88,364
1,190,1.7503,89.627,0.05518,34.11,4.121,3.1118,4087.2,2622.3,32.88,363
1,191,1.7548,89.473,0.057,33.08,4.1544,3.1192,4109.7,2676.6,32.88,362
1,192,1.7402,88.515,0.05626,36.56,4.131,3.1039,4160.6,2625.0,32.88,361
1,193,1.7458,89.257,0.05717,37.31,4.1453,3.0949,4070.4,2655.6,32.88,360
1,194,1.7321,89.018,0.0566,34.99,4.1437,3.0985,4080.0,2602.5,32.88,359
1,195,1.7458,89.108,0.05723,35.23,4.1485,3.1037,4061.9,2592.1,32.88,358
1,196,1.7237,88.485,0.05759,36.59,4.131,3.1116,4101.6,2641.5,32.88,357
1,197,1.7259,88.673,0.05621,35.76,4.1569,3.0888,4126.8,2673.5,32.88,356
1,198,1.7337,88.556,0.05682,35.6,4.1301,3.087,4153.3,2584.7,32.88,355
1,199,1.7204,88.375,0.05617,35.55,4.1387,3.1138,4136.3,2635.0,32.88,354
1,200,1.7395,88.592,0.05656,35.71,4.1571,3.1222,4063.9,2607.8,32.88,353
1,201,1.7417,88.979,0.05788,35.53,4.1416,3.112,4113.3,2616.7,32.88,352
1,202,1.7246,88.406,0.05827,39.3,4.1274,3.1119,4095.6,2639.6,32.88,351
1,203,1.7304,88.332,0.05896,36.05,4.1563,3.0848,4192.2,2629.6,32.88,350
1,204,1.7273,88.684,0.05701,36.01,4.1445,3.1106,4174.6,2542.0,32.88,349
1,205,1.7315,88.581,0.05768,34.08,4.1494,3.0832,4159.8,2551.1,32.88,348
1,206,1.7224,88.152,0.05911,35.64,4.1372,3.1018,4187.3,2630.3,32.88,347
1,207,1.7172,87.916,0.05642,36.34,4.1263,3.1139,4144.2,2702.4,32.88,346
1,208,1.7111,87.569,0.05984,37.32,4.1366,3.1082,4141.7,2616.3,32.88,345
1,209,1.7131,87.668,0.05649,36.06,4.1478,3.1032,4079.6,2642.7,32.88,344
1,210,1.7171,88.032,0.05786,34.12,4.1328,3.0997,4196.0,2575.7,32.88,343
1,211,1.719,88.082,0.05844,35.76,4.1515,3.0993,4086.5,2544.1,32.88,342
1,212,1.705,87.552,0.05866,35.39,4.1662,3.0868,4160.2,2552.4,32.88,341
1,213,1.7111,87.506,0.05597,36.24,4.1613,3.0992,4165.0,2636.6,32.88,340
1,214,1.7089,87.576,0.05607,36.74,4.1408,3.0931,4162.3,2570.3,32.88,339
1,215,1.7108,87.369,0.05706,37.25,4.1277,3.0962,4236.8,2636.9,32.88,338
1,216,1.7067,87.558,0.05792,36.09,4.1418,3.1014,4161.2,2581.3,32.88,337
1,217,1.6956,86.881,0.05942,34.38,4.1392,3.0937,4169.5,2572.4,32.88,336
1,218,1.7223,87.988,0.05724,36.84,4.1331,3.0957,4180.2,2566.4,32.88,335
1,219,1.7102,87.692,0.05799,35.26,4.1349,3.112,4195.4,2652.6,32.88,334
1,220,1.7184,88.181,0.05873,34.65,4.1325,3.0942,4130.6,2540.2,32.88,333
1,221,1.6974,87.155,0.05955,34.97,4.1681,3.0956,4178.4,2528.6,32.88,332
1,222,1.7224,87.833,0.05906,34.47,4.1419,3.0884,4236.6,2610.8,32.88,331
1,223,1.6908,87.127,0.05783,36.93,4.1516,3.1103,4117.0,2588.6,32.88,330
1,224,1.7007,87.434,0.05886,36.45,4.1362,3.0802,4170.3,2561.6,32.88,329
1,225,1.6959,86.907,0.05847,36.09,4.1434,3.0952,4169.5,2576.5,32.88,328
1,226,1.686,86.136,0.05897,36.2,4.1483,3.0783,4109.5,2581.8,32.88,327
1,227,1.6982,86.84,0.05856,36.96,4.1478,3.1022,4180.7,2484.7,32.88,326
1,228,1.7084,87.089,0.05971,35.12,4.1449,3.1055,4256.1,2532.0,32.88,325
1,229,1.697,86.629,0.05918,34.85,4.142,3.1023,4199.8,2574.0,32.88,324
1,230,1.6992,86.554,0.05827,35.5,4.1377,3.1048,4139.0,2510.9,32.88,323
1,231,1.6768,85.781,0.0581,35.76,4.144,3.0892,4210.8,2549.4,32.88,322
1,232,1.699,86.803,0.05858,36.03,4.1475,3.0991,4148.2,2585.7,32.88,321
1,233,1.6888,86.038,0.06035,36.6,4.1384,3.0926,4233.9,2542.8,32.88,320
1,234,1.6952,86.505,0.05882,35.52,4.1246,3.0836,4136.2,2584.9,32.88,319
1,235,1.709,87.072,0.0578,37.15,4.1505,3.0892,4216.0,2473.5,32.88,318
1,236,1.6833,86.393,0.05968,34.42,4.1414,3.1036,4183.2,2506.4,32.88,317
1,237,1.6672,85.362,0.05895,34.45,4.1402,3.0884,4174.1,2527.8,32.88,316
1,238,1.6955,86.591,0.05945,37.06,4.1238,3.0927,4225.6,2529.3,32.88,315
1,239,1.6824,86.275,0.06014,37.0,4.106,3.1039,4100.4,2521.6,32.88,314
1,240,1.6881,86.448,0.05822,35.04,4.1452,3.0723,4270.1,2542.1,32.88,313
1,241,1.6683,85.499,0.05872,37.4,4.142,3.0739,4211.4,2507.9,32.88,312
1,242,1.6826,86.431,0.06139,36.34,4.1227,3.0838,4198.1,2489.5,32.88,311
1,243,1.6727,85.89,0.05766,35.94,4.1161,3.0826,4196.4,2503.8,32.88,310
1,244,1.6928,86.59,0.06014,34.28,4.1273,3.0918,4194.4,2573.0,32.88,309
1,245,1.6648,85.246,0.05936,36.62,4.1271,3.0865,4228.5,2505.4,32.88,308
1,246,1.6794,85.859,0.05991,35.92,4.1412,3.0864,4228.3,2537.1,32.88,307
1,247,1.6798,86.281,0.06081,34.18,4.1352,3.1041,4262.7,2537.8,32.88,306
1,248,1.6678,85.316,0.05984,35.52,4.1298,3.0899,4215.1,2496.9,32.88,305
1,249,1.6621,84.934,0.06069,36.76,4.1421,3.0883,4264.1,2539.4,32.88,304
1,250,1.6662,85.379,0.06241,35.95,4.1255,3.0913,4261.1,2469.1,32.88,303
1,251,1.6766,85.802,0.05914,37.94,4.1382,3.0739,4324.7,2549.8,32.88,302
1,252,1.675,85.287,0.06046,36.49,4.125,3.0919,4275.3,2522.1,32.88,301
1,253,1.6604,84.912,0.06028,34.94,4.1167,3.0913,4154.7,2527.8,32.88,300
1,254,1.6675,84.975,0.05991,37.34,4.1271,3.0863,4290.9,2499.2,32.88,299
1,255,1.6663,85.502,0.06075,37.68,4.1374,3.1039,4233.5,2460.7,32.88,298
1,256,1.6577,84.643,0.06101,36.71,4.1193,3.0919,4217.6,2560.3,32.88,297
1,257,1.6852,86.121,0.06114,36.01,4.1122,3.0778,4225.5,2454.1,32.88,296
1,258,1.6746,85.604,0.06099,36.24,4.1283,3.093,4270.5,2531.4,32.88,295
1,259,1.6553,84.774,0.05925,34.25,4.1271,3.0835,4223.0,2506.8,32.88,294
1,260,1.6469,84.811,0.0598,37.13,4.1333,3.0709,4283.4,2547.2,32.88,293
1,261,1.6617,85.038,0.0603,35.9,4.1339,3.084,4304.8,2509.7,32.88,292
1,262,1.6617,84.992,0.0616,37.71,4.1209,3.0635,4344.0,2512.8,32.88,291
1,263,1.6367,83.916,0.06164,36.35,4.1235,3.0951,4243.0,2468.7,32.88,290
1,264,1.656,84.623,0.06141,37.79,4.1304,3.0855,4277.1,2501.2,32.88,289
1,265,1.6531,84.519,0.06174,37.38,4.1286,3.0721,4292.8,2495.7,32.88,288
1,266,1.6625,84.49,0.0605,37.23,4.1385,3.0807,4386.2,2479.8,32.88,287
1,267,1.6472,84.479,0.06072,37.04,4.136,3.0825,4345.6,2489.2,32.88,286
1,268,1.6584,84.154,0.06152,35.89,4.1204,3.0694,4335.3,2476.6,32.88,285
1,269,1.6469,84.275,0.06191,35.75,4.1163,3.0806,4324.5,2502.5,32.88,284
1,270,1.6421,83.837,0.06048,36.16,4.1173,3.091,4328.4,2511.5,32.88,283
1,271,1.6676,84.596,0.05957,35.91,4.1203,3.069,4262.6,2473.5,32.88,282
1,272,1.6347,83.548,0.06138,37.39,4.1313,3.0831,4293.3,2568.4,32.88,281
1,273,1.6338,84.065,0.06038,34.74,4.1261,3.0754,4292.1,2562.1,32.88,280
1,274,1.648,84.128,0.0605,35.64,4.126,3.0779,4239.2,2472.5,32.88,279
1,275,1.6379,83.851,0.06067,36.21,4.1236,3.0766,4340.3,2521.1,32.88,278
1,276,1.633,83.664,0.06197,37.6,4.1208,3.0831,4357.9,2527.6,32.88,277
1,277,1.6459,84.43,0.0616,36.9,4.1239,3.0683,4261.9,2477.8,32.88,276
1,278,1.6295,83.348,0.06084,35.58,4.1269,3.0758,4347.1,2559.6,32.88,275
1,279,1.6385,83.703,0.06061,35.37,4.1402,3.0646,4284.8,2468.7,32.88,274
1,280,1.6274,83.492,0.06144,38.4,4.116,3.0595,4366.8,2488.0,32.88,273
1,281,1.6186,83.217,0.06105,36.88,4.1354,3.0626,4328.3,2493.5,32.88,272
1,282,1.6167,82.449,0.06066,37.36,4.126,3.0834,4356.4,2369.5,32.88,271
1,283,1.6235,83.024,0.0617,37.55,4.1311,3.0781,4328.4,2388.8,32.88,270
1,284,1.6262,83.092,0.06086,37.74,4.132,3.0729,4217.0,2409.6,32.88,269
1,285,1.6385,83.965,0.06001,38.48,4.1228,3.0822,4353.2,2477.2,32.88,268
1,286,1.6315,83.292,0.06433,38.18,4.1066,3.0752,4390.4,2505.1,32.88,267
1,287,1.6264,82.913,0.06303,40.12,4.1147,3.0652,4335.1,2435.5,32.88,266
1,288,1.6019,82.664,0.06172,37.49,4.1169,3.0892,4350.5,2504.8,32.88,265
1,289,1.6276,83.061,0.06248,38.7,4.1222,3.0743,4367.2,2439.7,32.88,264
